system;group;name;name;type;description;nullable;precision
system141;group141;name141;name37;type37;description37;1;precision37
system141;group141;name141;name38;type38;description38;0;precision38
system141;group141;name141;name39;type39;description39;1;precision39
system141;group141;name141;name40;type40;description40;0;precision40
system141;group141;name141;name41;type41;description41;1;precision41
system141;group141;name141;name42;type42;description42;0;precision42
system141;group141;name141;name43;type43;description43;1;precision43
system141;group141;name141;name44;type44;description44;0;precision44
system141;group141;name141;name45;type45;description45;1;precision45
system141;group141;name141;name46;type46;description46;0;precision46
system141;group141;name141;name47;type47;description47;1;precision47
system141;group141;name141;name48;type48;description48;0;precision48
system141;group141;name141;name49;type49;description49;1;precision49
system142;group142;name142;name0;type0;description0;0;precision0
system142;group142;name142;name1;type1;description1;1;precision1
system142;group142;name142;name2;type2;description2;0;precision2
system142;group142;name142;name3;type3;description3;1;precision3
system142;group142;name142;name4;type4;description4;0;precision4
system142;group142;name142;name5;type5;description5;1;precision5
system142;group142;name142;name6;type6;description6;0;precision6
system142;group142;name142;name7;type7;description7;1;precision7
system142;group142;name142;name8;type8;description8;0;precision8
system142;group142;name142;name9;type9;description9;1;precision9
system142;group142;name142;name10;type10;description10;0;precision10
system142;group142;name142;name11;type11;description11;1;precision11
system142;group142;name142;name12;type12;description12;0;precision12
system142;group142;name142;name13;type13;description13;1;precision13
system142;group142;name142;name14;type14;description14;0;precision14
system142;group142;name142;name15;type15;description15;1;precision15
system142;group142;name142;name16;type16;description16;0;precision16
system142;group142;name142;name17;type17;description17;1;precision17
system142;group142;name142;name18;type18;description18;0;precision18
system142;group142;name142;name19;type19;description19;1;precision19
system142;group142;name142;name20;type20;description20;0;precision20
system142;group142;name142;name21;type21;description21;1;precision21
system142;group142;name142;name22;type22;description22;0;precision22
system142;group142;name142;name23;type23;description23;1;precision23
system142;group142;name142;name24;type24;description24;0;precision24
system142;group142;name142;name25;type25;description25;1;precision25
system142;group142;name142;name26;type26;description26;0;precision26
system142;group142;name142;name27;type27;description27;1;precision27
system142;group142;name142;name28;type28;description28;0;precision28
system142;group142;name142;name29;type29;description29;1;precision29
system142;group142;name142;name30;type30;description30;0;precision30
system142;group142;name142;name31;type31;description31;1;precision31
system142;group142;name142;name32;type32;description32;0;precision32
system142;group142;name142;name33;type33;description33;1;precision33
system142;group142;name142;name34;type34;description34;0;precision34
system142;group142;name142;name35;type35;description35;1;precision35
system142;group142;name142;name36;type36;description36;0;precision36
system142;group142;name142;name37;type37;description37;1;precision37
system142;group142;name142;name38;type38;description38;0;precision38
system142;group142;name142;name39;type39;description39;1;precision39
system142;group142;name142;name40;type40;description40;0;precision40
system142;group142;name142;name41;type41;description41;1;precision41
system142;group142;name142;name42;type42;description42;0;precision42
system142;group142;name142;name43;type43;description43;1;precision43
system142;group142;name142;name44;type44;description44;0;precision44
system142;group142;name142;name45;type45;description45;1;precision45
system142;group142;name142;name46;type46;description46;0;precision46
system142;group142;name142;name47;type47;description47;1;precision47
system142;group142;name142;name48;type48;description48;0;precision48
system142;group142;name142;name49;type49;description49;1;precision49
system143;group143;name143;name0;type0;description0;0;precision0
system143;group143;name143;name1;type1;description1;1;precision1
system143;group143;name143;name2;type2;description2;0;precision2
system143;group143;name143;name3;type3;description3;1;precision3
system143;group143;name143;name4;type4;description4;0;precision4
system143;group143;name143;name5;type5;description5;1;precision5
system143;group143;name143;name6;type6;description6;0;precision6
system143;group143;name143;name7;type7;description7;1;precision7
system143;group143;name143;name8;type8;description8;0;precision8
system143;group143;name143;name9;type9;description9;1;precision9
system143;group143;name143;name10;type10;description10;0;precision10
system143;group143;name143;name11;type11;description11;1;precision11
system143;group143;name143;name12;type12;description12;0;precision12
system143;group143;name143;name13;type13;description13;1;precision13
system143;group143;name143;name14;type14;description14;0;precision14
